department,code,number,title,description,url
Cognitive Science,COGS,81,Major Seminar in Cognitive Science II,"This is the second year of COGS 80.  Each week a member of Dartmouth’s faculty working in diverse areas of cognitive science will present current work in a lunchtime seminar. Prior to the lecture you will work through related papers as a group in preparation, and the day following the lecture you will meet with the professor to discuss the material further. This seminar will prepare you for independent research in Cognitive Science.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Cognitive-Science/COGS-Cognitive-Science/COGS-81
Cognitive Science,COGS,85,Independent Study and Research,This course offers qualified students of cognitive science the opportunity to pursue work on a topic of special interest through an individually designed program. Requires permission of the instructor and the Chair.,http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Cognitive-Science/COGS-Cognitive-Science/COGS-85
Cognitive Science,COGS,86,Honors Research,"COGS 86 and COGS 87 consist of independent research and writing on a selected topic under the supervision of a Program member who acts as advisor. Open to honors majors in Cognitive Science. Permission of the thesis advisor and the Chair required.
Students are awarded one course credit for successful completion of this course upon completion of COGS-087. Students register for COGS-086 and receive a grade of “ON” (ongoing) at the end of the term.  Students then register for COGS-087 the subsequent term to complete the coursework. A final grade will replace the “ON” in COGS-086 upon completion of COGS-087.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Cognitive-Science/COGS-Cognitive-Science/COGS-86
Cognitive Science,COGS,87,Honors Thesis,"COGS 86 and COGS 87 consist of independent research and writing on a selected topic under the supervision of a Program member who acts as advisor. Open to honors majors in Cognitive Science. Permission of the thesis advisor and the Chair required.
Students are awarded one course credit for successful completion of this course. Students who have registered for COGS-086 register for COGS-087 to complete the coursework. A final grade will replace the “ON” for COGS-086 upon completion of this course for a total of 2 credits for COGS-086 and COGS-087.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/Cognitive-Science/COGS-Cognitive-Science/COGS-87
College Courses,COCO,1.03,Fashion and Identity: The Power of Clothing,"Although clothing is part of everyday life, we often do not consciously understand its messages. This course will examine clothing and fashion in high art, film, television, and the “real” world in order to explore the overt and subliminal messages regarding power, gender, and status over time and still today. We will study the external, clothed body in relation to a performance of the self and the unconscious categorizations of gendered, sexed, and classed positions. We will investigate the power of dress and ornament to reinforce or challenge gender norms, ideologies of power, and insider/outsider status. The class will focus on a broad timeframe (@ 1500-2000) and will look at examples such as queens and pop stars, the gentleman and the dandy, religious garb and culture clash, drag and cross-dressing, empire and globalization, among others.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/College-Courses/COCO-College-Courses/COCO-1-03
College Courses,COCO,3.01,Dave the Potter: Slavery Between Pots and Poems,"This course examines the work of David Drake, a South Carolinian slave who made some of the largest ceramic storage vessels in America during the 1850s, signing them and etching sayings and poems into them as well. This seminar engages with Drake's poetry-pottery through critical and historicval research, interpretive writing, and our own creative adventures in handicrafts. In addition to writing their own updated imitations of Dave Drake's poetry and attempting facsimiles of his earthenware, students will also spend time in the letterpress studio as a means of acquiring a deeper historical and aesthetic appreciation of Dave's life and work; it was while working as a typesetter for a regional newspaper that Dave acquired literacy. As a culminating assignment, students will contribute chapters to a scholarly book on Drake, which the instructor will edit.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/College-Courses/COCO-College-Courses/COCO-3-01
College Courses,COCO,6,"Autism: Science, Story, and Experience","What is autism? How do scientists, clinicians, and the public understand it? Can we separate the cultural myths of autism from the medical realities? How do individuals with autism experience the world differently, and how are their lives impacted by public perception of the condition? To address these questions, the course will be divided into three sections: First, students will learn key scientific theories of autism and how to critically evaluate them. Next, they will explore how cultural narratives of autism impact scientific and personal understanding. The course will conclude with a service learning experience, allowing students to experience first-hand the reality of individuals with autism.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/College-Courses/COCO-College-Courses/COCO-6
College Courses,COCO,16,"Audio-Vision: Film, Music, Sound","This interdisciplinary course explores the intersection of Film, Music and Sound, navigating alternatively through the history of film and music from both perspectives, proposing a dual approach to film and music, imaging and sound. The course alternates topics of cinema, music and sound and requires extensive viewing and listening, weekly readings and class discussions.Topics ranging from sound experiments of the early avant-garde, through Visual Music, visual sound, audiovisual arts, experimental audiovisual installations and live arts practices will be studied along classic Hollywood, European and Asian films. Focusing on the connections between filmmakers, composers and artists, while tracing the evolution of audio-vision and its interconnections with music composition and sound innovation. The course structure is a double helix interconnected history of film and modern music from 1895 till today.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/College-Courses/COCO-College-Courses/COCO-16
College Courses,COCO,17,Electronics for Musicians,"From recording performances to synthetisizing sounds, electronics permeate music making. This course introduces students to the technology behind music production. The course will cover analog electronics from microphone to speaker, digital electronics from the acquisition of sounds, their digital processing and their digital synthesis. Labs will situate electronics theory within the practice of music making. The course will conclude with students completing a project in the design of an electronic instrument of their choice.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/College-Courses/COCO-College-Courses/COCO-17
College Courses,COCO,18,"Impact Design: The psychology and design of user experiences that engage, delight, and inform","In this experimental course we examine a new field, Impact Design. We focus on impact from the vantage point of both the user who is being engaged, and the person/team designing the initiative that creates the impact. Students will learn how to combine core principles from human psychology with the tools of design thinking to create meaningful and engaging user experiences. Using techniques from storytelling, observational learning and visualization, students will learn how to create tools and present information in ways that maximize anticipation, engagement and the experience of delight that promotes learning and adoption.",http://dartmouth.smartcatalogiq.com/en/current/orc/Departments-Programs-Undergraduate/College-Courses/COCO-College-Courses/COCO-18
